movement_id,inventory_id,from_location,to_location,quantity,movement_date,reason,approved_by
MV0000370,INV008405,W029,W003,144,2022-05-10,Stocktake Adjustment,E01426
MV0000371,INV016751,W022,W017,53,2022-11-26,Stocktake Adjustment,E02015
MV0000372,INV014154,W022,W011,158,2022-09-24,Damage Write-off,E02479
MV0000373,INV013246,W012,W016,7,2023-08-07,Return,E01993
MV0000374,INV020297,W030,W021,53,2024-10-13,Return,E00717
MV0000375,INV010052,W011,W025,26,2024-11-11,Stocktake Adjustment,E00024
MV0000376,INV010445,W010,W004,96,2022-04-06,Return,E01232
MV0000377,INV020271,W024,W030,36,2023-10-04,Return,E02492
MV0000378,INV016336,W025,W018,51,2024-08-05,Inter-store Transfer,E01043
MV0000379,INV008048,W025,W021,89,2023-02-02,Stocktake Adjustment,E01329
MV0000380,INV021471,W013,W017,169,2024-01-06,Damage Write-off,E02346
MV0000381,INV015895,W004,W019,68,2022-03-14,Return,E01967
MV0000382,INV008174,W020,W028,147,2022-05-01,Inter-store Transfer,E00888
MV0000383,INV023927,W003,W004,67,2023-02-12,Inter-store Transfer,E00464
MV0000384,INV000254,W029,W009,39,2022-02-16,Replenishment,E02234
MV0000385,INV017026,W029,W007,96,2024-04-06,Inter-store Transfer,E01008
MV0000386,INV020588,W011,W013,187,2022-01-27,Stocktake Adjustment,E01733
MV0000387,INV004661,W012,W025,134,2022-07-16,Return,E02068
MV0000388,INV000032,W014,W001,15,2022-01-09,Damage Write-off,E00599
MV0000389,INV020602,W009,W030,114,2023-04-19,Return,E00776
MV0000390,INV021619,W022,W024,83,2022-01-08,Damage Write-off,E00689
MV0000391,INV024741,W013,W026,157,2024-11-06,Damage Write-off,E00754
MV0000392,INV017939,W015,W024,41,2024-06-27,Inter-store Transfer,E01879
MV0000393,INV012677,W023,W005,103,2024-08-27,Stocktake Adjustment,E02079
MV0000394,INV024139,W005,W021,200,2024-10-08,Return,E00677
MV0000395,INV009908,W003,W012,94,2023-11-10,Replenishment,E01425
MV0000396,INV004175,W019,W020,24,2023-08-06,Stocktake Adjustment,E01965
MV0000397,INV001277,W029,W011,66,2023-05-18,Replenishment,E01239
MV0000398,INV001155,W010,W017,58,2024-06-11,Stocktake Adjustment,E01609
MV0000399,INV019578,W022,W023,33,2024-09-26,Stocktake Adjustment,E00763
MV0000400,INV005596,W029,W003,167,2024-10-14,Damage Write-off,E01860
MV0000401,INV024495,W011,W001,84,2023-12-21,Damage Write-off,E02080
MV0000402,INV013814,W018,W028,130,2022-01-08,Inter-store Transfer,E02135
MV0000403,INV006269,W023,W025,65,2024-08-25,Inter-store Transfer,E02247
MV0000404,INV021108,W011,W003,181,2022-08-07,Stocktake Adjustment,E01287
MV0000405,INV005845,W021,W012,144,2024-06-11,Replenishment,E01030
MV0000406,INV005564,W018,W024,8,2024-10-21,Return,E01843
MV0000407,INV007688,W024,W001,189,2022-11-10,Damage Write-off,E01140
MV0000408,INV016839,W006,W005,27,2023-08-26,Inter-store Transfer,E01221
MV0000409,INV012761,W005,W005,100,2024-12-06,Return,E01421
MV0000410,INV017329,W024,W013,101,2023-05-22,Inter-store Transfer,E01470
MV0000411,INV006899,W006,W015,112,2024-11-17,Replenishment,E01589
MV0000412,INV011713,W026,W013,127,2023-03-02,Inter-store Transfer,E01048
MV0000413,INV020837,W008,W017,18,2023-07-04,Damage Write-off,E00087
MV0000414,INV020722,W025,W024,162,2024-02-14,Return,E00388
MV0000415,INV004995,W017,W010,189,2022-08-09,Inter-store Transfer,E01400
MV0000416,INV009251,W009,W024,96,2023-03-04,Replenishment,E00680
MV0000417,INV003824,W009,W001,32,2023-08-07,Stocktake Adjustment,E00524
MV0000418,INV019824,W009,W021,148,2022-04-09,Return,E00953
MV0000419,INV018743,W007,W028,189,2022-08-11,Stocktake Adjustment,E01265
MV0000420,INV000681,W022,W025,51,2022-01-23,Inter-store Transfer,E00241
MV0000421,INV024278,W008,W010,172,2023-02-04,Damage Write-off,E02321
MV0000422,INV023717,W016,W020,129,2022-08-06,Replenishment,E00412
MV0000423,INV008230,W004,W012,142,2024-07-22,Return,E01011
MV0000424,INV013974,W018,W018,139,2024-11-05,Stocktake Adjustment,E00682
MV0000425,INV016413,W002,W012,105,2022-02-17,Stocktake Adjustment,E01423
MV0000426,INV019076,W002,W001,39,2022-05-09,Stocktake Adjustment,E00421
MV0000427,INV022127,W010,W023,168,2022-06-16,Stocktake Adjustment,E00036
MV0000428,INV023907,W018,W027,142,2022-06-11,Damage Write-off,E02309
MV0000429,INV019583,W022,W004,144,2023-04-12,Inter-store Transfer,E01579
MV0000430,INV014527,W026,W025,145,2022-09-25,Return,E00401
MV0000431,INV011028,W030,W025,1,2022-06-27,Damage Write-off,E00124
MV0000432,INV004232,W020,W006,168,2022-01-31,Replenishment,E02386
MV0000433,INV022165,W008,W016,198,2022-04-30,Stocktake Adjustment,E01124
MV0000434,INV001308,W030,W018,125,2023-01-16,Stocktake Adjustment,E00411
MV0000435,INV012903,W007,W018,30,2024-07-30,Return,E01514
MV0000436,INV015366,W016,W005,49,2023-08-24,Replenishment,E02060
MV0000437,INV009289,W019,W019,153,2023-10-24,Inter-store Transfer,E01299
MV0000438,INV010704,W001,W029,138,2022-10-31,Return,E02301
MV0000439,INV016650,W028,W006,133,2022-03-29,Stocktake Adjustment,E00483
MV0000440,INV018635,W026,W001,133,2022-09-28,Inter-store Transfer,E00324
MV0000441,INV008643,W016,W030,151,2024-12-07,Stocktake Adjustment,E02216
MV0000442,INV018528,W021,W020,72,2023-06-17,Stocktake Adjustment,E00343
MV0000443,INV012832,W014,W019,177,2022-06-05,Damage Write-off,E00940
MV0000444,INV004187,W020,W026,146,2024-10-02,Return,E02177
MV0000445,INV009203,W002,W008,14,2022-03-12,Replenishment,E01896
MV0000446,INV009008,W006,W026,38,2022-11-14,Inter-store Transfer,E01908
MV0000447,INV011766,W007,W022,113,2024-11-09,Replenishment,E00706
MV0000448,INV022209,W024,W005,37,2023-09-26,Stocktake Adjustment,E01468
MV0000449,INV015772,W006,W006,30,2022-03-18,Replenishment,E00897
MV0000450,INV014461,W002,W014,65,2022-02-20,Inter-store Transfer,E01330
MV0000451,INV014352,W021,W010,45,2023-03-01,Replenishment,E00428
MV0000452,INV023067,W012,W026,152,2024-02-09,Damage Write-off,E02438
MV0000453,INV009528,W028,W025,160,2023-05-07,Damage Write-off,E02114
MV0000454,INV017810,W008,W020,24,2022-08-24,Replenishment,E00674
MV0000455,INV002217,W020,W020,197,2024-11-14,Damage Write-off,E01411
MV0000456,INV019716,W019,W016,116,2024-10-22,Stocktake Adjustment,E00148
MV0000457,INV003061,W007,W021,75,2022-10-27,Inter-store Transfer,E01261
MV0000458,INV014317,W020,W021,93,2023-10-01,Inter-store Transfer,E01022
MV0000459,INV018294,W015,W028,129,2024-03-18,Stocktake Adjustment,E02407
MV0000460,INV023772,W006,W010,82,2024-04-08,Stocktake Adjustment,E01595
MV0000461,INV022827,W027,W008,78,2022-06-26,Inter-store Transfer,E00479
MV0000462,INV008456,W030,W014,30,2023-06-19,Stocktake Adjustment,E00407
MV0000463,INV018957,W002,W011,33,2023-10-02,Inter-store Transfer,E01433
MV0000464,INV019281,W012,W020,183,2024-05-14,Inter-store Transfer,E01125
MV0000465,INV021085,W001,W014,149,2024-12-12,Return,E01262
MV0000466,INV019683,W009,W028,80,2022-04-17,Stocktake Adjustment,E00196
MV0000467,INV017613,W002,W003,34,2023-02-03,Replenishment,E01504
MV0000468,INV002492,W006,W014,39,2023-02-19,Replenishment,E01677
MV0000469,INV017569,W005,W002,124,2024-07-28,Damage Write-off,E01316
MV0000470,INV012844,W009,W007,193,2022-04-06,Damage Write-off,E02432
MV0000471,INV014953,W025,W024,27,2024-02-21,Return,E01770
MV0000472,INV001536,W020,W025,32,2024-09-12,Replenishment,E01017
MV0000473,INV007351,W005,W020,124,2024-06-02,Damage Write-off,E01435
MV0000474,INV008140,W011,W004,149,2024-05-08,Replenishment,E02106
MV0000475,INV008245,W006,W024,116,2023-04-04,Replenishment,E02398
MV0000476,INV017090,W004,W028,121,2024-11-23,Damage Write-off,E01417
MV0000477,INV003619,W006,W015,60,2022-04-19,Inter-store Transfer,E02102
MV0000478,INV006953,W029,W011,57,2023-04-24,Damage Write-off,E01419
MV0000479,INV012070,W012,W006,86,2022-08-12,Damage Write-off,E01522
MV0000480,INV021251,W024,W002,156,2023-04-13,Inter-store Transfer,E01889
MV0000481,INV018238,W023,W030,170,2024-03-28,Replenishment,E00876
MV0000482,INV020427,W016,W020,82,2023-05-18,Replenishment,E01192
MV0000483,INV000408,W005,W026,130,2022-05-22,Replenishment,E00857
MV0000484,INV004137,W021,W015,138,2022-09-20,Replenishment,E02412
MV0000485,INV023254,W024,W029,65,2023-04-05,Inter-store Transfer,E00318
MV0000486,INV007083,W021,W011,117,2024-11-08,Stocktake Adjustment,E00336
MV0000487,INV013956,W018,W003,184,2023-03-29,Replenishment,E01979
MV0000488,INV008563,W007,W007,95,2022-12-16,Damage Write-off,E01144
MV0000489,INV022423,W021,W002,94,2023-02-15,Damage Write-off,E01082
MV0000490,INV017464,W003,W030,45,2024-10-06,Return,E00406
MV0000491,INV020658,W001,W009,82,2024-06-24,Stocktake Adjustment,E02176
MV0000492,INV003629,W028,W026,84,2024-03-10,Damage Write-off,E00641
MV0000493,INV009774,W016,W013,136,2023-10-29,Damage Write-off,E01097
MV0000494,INV018821,W006,W021,113,2022-07-09,Stocktake Adjustment,E02456
MV0000495,INV024028,W026,W006,49,2024-04-04,Stocktake Adjustment,E00443
MV0000496,INV003887,W010,W018,40,2022-06-07,Damage Write-off,E00877
MV0000497,INV023784,W021,W014,12,2022-08-30,Inter-store Transfer,E00070
MV0000498,INV016622,W022,W020,133,2022-12-26,Damage Write-off,E00728
MV0000499,INV011940,W015,W001,157,2023-10-08,Inter-store Transfer,E00253
MV0000500,INV006577,W013,W013,58,2023-09-20,Stocktake Adjustment,E00524
MV0000501,INV014249,W008,W029,9,2023-02-02,Inter-store Transfer,E01124
MV0000502,INV005171,W021,W001,66,2022-09-21,Replenishment,E00547
MV0000503,INV018596,W008,W002,63,2023-08-05,Replenishment,E00171
MV0000504,INV022067,W019,W017,17,2024-03-11,Inter-store Transfer,E00309
MV0000505,INV020200,W012,W026,170,2022-07-15,Replenishment,E00739
MV0000506,INV006573,W002,W009,85,2022-09-03,Replenishment,E00506
MV0000507,INV011660,W029,W024,31,2024-10-10,Damage Write-off,E02371
MV0000508,INV002482,W026,W015,164,2023-01-20,Replenishment,E00755
MV0000509,INV024492,W014,W021,182,2022-12-27,Damage Write-off,E01980
MV0000510,INV016996,W020,W017,122,2023-07-17,Replenishment,E01141
MV0000511,INV003851,W019,W018,110,2022-08-12,Inter-store Transfer,E00869
MV0000512,INV002081,W013,W025,88,2024-07-05,Inter-store Transfer,E01268
MV0000513,INV001505,W015,W019,167,2022-07-17,Stocktake Adjustment,E02418
MV0000514,INV011748,W007,W024,133,2023-05-24,Stocktake Adjustment,E02218
MV0000515,INV018774,W014,W005,32,2023-11-26,Inter-store Transfer,E00058
MV0000516,INV021653,W016,W002,90,2022-01-03,Damage Write-off,E02178
MV0000517,INV017659,W005,W002,9,2022-07-19,Replenishment,E00203
MV0000518,INV003417,W029,W029,23,2023-06-25,Replenishment,E01311
MV0000519,INV000852,W022,W030,28,2022-01-22,Replenishment,E00200
MV0000520,INV006655,W014,W017,116,2022-02-15,Inter-store Transfer,E00308
MV0000521,INV020145,W021,W005,1,2023-04-10,Return,E00345
MV0000522,INV003106,W020,W012,70,2024-02-27,Damage Write-off,E00486
MV0000523,INV008594,W023,W008,113,2022-10-08,Damage Write-off,E02414
MV0000524,INV017244,W010,W022,60,2023-04-21,Stocktake Adjustment,E01533
MV0000525,INV022056,W007,W003,75,2022-02-21,Return,E01226
MV0000526,INV021212,W009,W011,3,2023-10-15,Return,E02116
MV0000527,INV004403,W012,W025,200,2024-10-28,Inter-store Transfer,E00477
MV0000528,INV018702,W015,W029,155,2022-08-30,Inter-store Transfer,E00272
MV0000529,INV004461,W005,W020,112,2022-02-24,Replenishment,E01636
MV0000530,INV007852,W027,W007,101,2022-03-14,Stocktake Adjustment,E00943
MV0000531,INV020565,W013,W026,149,2022-03-18,Replenishment,E00830
MV0000532,INV002791,W018,W007,6,2024-11-09,Replenishment,E01785
MV0000533,INV020891,W022,W022,158,2022-09-15,Return,E00034
MV0000534,INV012838,W023,W006,129,2022-05-28,Inter-store Transfer,E01888
MV0000535,INV017136,W005,W005,132,2024-10-24,Return,E01069
MV0000536,INV023843,W018,W030,123,2023-05-08,Return,E02178
MV0000537,INV010012,W025,W005,86,2024-10-07,Damage Write-off,E00761
MV0000538,INV007567,W006,W030,133,2024-07-31,Damage Write-off,E00865
MV0000539,INV001202,W013,W020,88,2024-12-04,Replenishment,E00066
MV0000540,INV018744,W005,W001,95,2023-06-19,Stocktake Adjustment,E01238
MV0000541,INV007038,W003,W020,155,2023-08-13,Stocktake Adjustment,E02064
MV0000542,INV006274,W005,W010,94,2023-11-24,Damage Write-off,E00022
MV0000543,INV008830,W007,W029,30,2022-06-10,Return,E01467
MV0000544,INV024625,W030,W006,189,2022-04-08,Inter-store Transfer,E02167
MV0000545,INV009992,W014,W008,34,2023-11-16,Damage Write-off,E02224
MV0000546,INV006455,W001,W008,171,2024-11-28,Inter-store Transfer,E01555
MV0000547,INV018468,W009,W023,31,2023-01-21,Stocktake Adjustment,E02195
MV0000548,INV024478,W009,W024,68,2023-09-09,Replenishment,E00849
MV0000549,INV020266,W006,W020,192,2022-08-17,Stocktake Adjustment,E01017
MV0000550,INV022806,W018,W019,120,2023-05-17,Inter-store Transfer,E01751
MV0000551,INV005093,W007,W011,9,2022-08-22,Damage Write-off,E00943
MV0000552,INV019427,W012,W011,134,2022-08-24,Stocktake Adjustment,E01477
MV0000553,INV024713,W021,W026,65,2023-06-20,Inter-store Transfer,E01370
MV0000554,INV000832,W027,W006,88,2024-04-01,Replenishment,E00738
MV0000555,INV006474,W019,W021,42,2022-03-05,Damage Write-off,E02436
MV0000556,INV011261,W008,W002,89,2024-07-16,Stocktake Adjustment,E00980
MV0000557,INV001666,W006,W021,128,2024-03-04,Stocktake Adjustment,E01756
MV0000558,INV010035,W011,W029,36,2022-06-16,Stocktake Adjustment,E00410
MV0000559,INV000276,W005,W006,186,2022-03-28,Stocktake Adjustment,E01217
MV0000560,INV017257,W014,W009,120,2023-07-09,Return,E00957
MV0000561,INV015043,W020,W030,134,2024-06-07,Return,E01869
MV0000562,INV003244,W009,W003,159,2023-03-18,Return,E01402
MV0000563,INV007121,W021,W009,150,2024-03-07,Replenishment,E01777
MV0000564,INV009121,W021,W009,105,2024-10-07,Stocktake Adjustment,E01013
MV0000565,INV008945,W009,W023,17,2022-03-12,Return,E01366
MV0000566,INV008676,W022,W025,65,2022-05-11,Replenishment,E01714
MV0000567,INV016768,W028,W002,152,2024-07-29,Replenishment,E01409
MV0000568,INV013079,W024,W022,125,2024-07-04,Return,E01861
MV0000569,INV001994,W007,W001,81,2023-08-17,Stocktake Adjustment,E01019
MV0000570,INV019121,W011,W026,99,2023-12-05,Damage Write-off,E01687
MV0000571,INV021625,W001,W019,182,2023-03-27,Replenishment,E01808
MV0000572,INV000476,W019,W024,80,2022-12-10,Stocktake Adjustment,E01435
MV0000573,INV004369,W010,W022,104,2022-07-12,Stocktake Adjustment,E01854
MV0000574,INV018938,W015,W030,147,2022-07-27,Return,E00639
MV0000575,INV018193,W023,W020,12,2022-06-13,Return,E00288
MV0000576,INV018114,W025,W023,34,2022-10-16,Stocktake Adjustment,E01057
MV0000577,INV009673,W006,W023,170,2023-02-03,Damage Write-off,E00437
MV0000578,INV011734,W023,W014,62,2023-11-11,Return,E00059
MV0000579,INV019120,W017,W008,188,2023-06-20,Return,E01198
MV0000580,INV012424,W020,W025,142,2024-10-20,Return,E01098
MV0000581,INV014581,W016,W014,104,2024-06-29,Replenishment,E00720
MV0000582,INV007208,W024,W004,110,2024-10-30,Stocktake Adjustment,E01551
MV0000583,INV014067,W005,W015,65,2024-08-18,Stocktake Adjustment,E01190
MV0000584,INV012584,W016,W019,136,2023-08-27,Return,E01712
MV0000585,INV015402,W026,W027,64,2024-08-26,Replenishment,E02126
MV0000586,INV012690,W028,W023,133,2024-02-03,Return,E00902
MV0000587,INV003536,W030,W017,29,2024-12-29,Stocktake Adjustment,E01188
MV0000588,INV008804,W030,W020,67,2024-02-16,Damage Write-off,E01588
MV0000589,INV005743,W006,W017,150,2024-07-26,Stocktake Adjustment,E00216
MV0000590,INV023443,W029,W004,164,2024-11-03,Replenishment,E01837
MV0000591,INV023227,W002,W029,140,2022-10-11,Damage Write-off,E01674
MV0000592,INV024814,W013,W001,34,2024-04-16,Stocktake Adjustment,E00287
MV0000593,INV018414,W001,W012,108,2024-01-15,Damage Write-off,E00542
MV0000594,INV001901,W019,W027,97,2022-08-12,Return,E00215
MV0000595,INV020243,W004,W027,106,2023-11-18,Replenishment,E00310
MV0000596,INV001230,W008,W005,197,2022-10-29,Damage Write-off,E01074
MV0000597,INV021518,W002,W009,185,2024-09-05,Return,E01626
MV0000598,INV004896,W020,W005,87,2022-01-02,Damage Write-off,E01315
MV0000599,INV013982,W001,W005,153,2022-05-09,Damage Write-off,E02425
MV0000600,INV006180,W020,W028,131,2023-09-20,Return,E00195
MV0000601,INV011925,W027,W027,185,2024-05-22,Damage Write-off,E00636
MV0000602,INV008179,W026,W029,81,2024-07-19,Replenishment,E00154
MV0000603,INV002424,W003,W028,25,2023-09-30,Return,E01761
MV0000604,INV005495,W018,W025,19,2024-08-25,Damage Write-off,E01144
MV0000605,INV016507,W003,W011,15,2024-11-18,Return,E00073
MV0000606,INV001186,W022,W016,161,2024-04-11,Replenishment,E01895
MV0000607,INV008564,W024,W011,171,2024-04-26,Replenishment,E01133
MV0000608,INV014388,W008,W007,101,2022-11-28,Inter-store Transfer,E01039
MV0000609,INV021848,W011,W014,172,2024-11-11,Replenishment,E02394
MV0000610,INV022776,W001,W013,5,2023-04-19,Return,E01203
MV0000611,INV003343,W024,W010,164,2023-01-12,Stocktake Adjustment,E01465
MV0000612,INV014090,W023,W026,97,2023-12-09,Damage Write-off,E01542
MV0000613,INV020524,W016,W005,133,2024-04-08,Damage Write-off,E00722
MV0000614,INV010737,W011,W014,145,2023-01-17,Stocktake Adjustment,E01461
MV0000615,INV007348,W014,W007,66,2023-12-31,Replenishment,E00302
MV0000616,INV024956,W008,W005,14,2022-12-22,Stocktake Adjustment,E00644
MV0000617,INV023090,W026,W026,31,2023-05-04,Stocktake Adjustment,E00103
MV0000618,INV019286,W006,W020,18,2024-09-22,Inter-store Transfer,E01049
MV0000619,INV001572,W027,W020,93,2023-07-29,Inter-store Transfer,E01897
MV0000620,INV015614,W018,W023,113,2022-10-01,Damage Write-off,E02471
MV0000621,INV007057,W003,W015,14,2024-01-15,Replenishment,E01282
MV0000622,INV015122,W010,W012,56,2024-06-09,Stocktake Adjustment,E00775
MV0000623,INV001931,W016,W016,67,2022-02-06,Return,E01007
MV0000624,INV020847,W005,W022,192,2022-01-24,Replenishment,E00375
MV0000625,INV009976,W028,W015,59,2022-12-23,Stocktake Adjustment,E01379
MV0000626,INV024657,W017,W017,189,2024-06-12,Inter-store Transfer,E00340
MV0000627,INV021528,W028,W016,61,2022-01-09,Stocktake Adjustment,E01597
MV0000628,INV014192,W023,W006,74,2023-03-19,Stocktake Adjustment,E00803
MV0000629,INV020145,W005,W008,43,2023-05-04,Inter-store Transfer,E02386
MV0000630,INV008183,W003,W019,20,2022-09-27,Damage Write-off,E01385
MV0000631,INV003465,W025,W024,97,2023-09-14,Return,E01788
MV0000632,INV007570,W004,W020,200,2023-05-22,Return,E01593
MV0000633,INV020074,W021,W018,20,2024-12-06,Inter-store Transfer,E00251
MV0000634,INV020630,W021,W022,149,2024-07-14,Damage Write-off,E01261
MV0000635,INV020181,W021,W018,191,2023-06-04,Return,E00416
MV0000636,INV007190,W012,W003,61,2024-06-22,Replenishment,E01399
MV0000637,INV021196,W017,W001,104,2024-08-09,Inter-store Transfer,E01746
MV0000638,INV008766,W021,W023,129,2022-10-21,Replenishment,E00047
MV0000639,INV010380,W013,W005,22,2022-12-15,Return,E01171
MV0000640,INV024000,W019,W008,199,2023-03-04,Damage Write-off,E01519
MV0000641,INV006359,W003,W005,152,2022-05-08,Inter-store Transfer,E02251
MV0000642,INV013859,W001,W022,88,2023-06-23,Inter-store Transfer,E02264
MV0000643,INV024012,W013,W014,152,2024-11-16,Stocktake Adjustment,E01444
MV0000644,INV002958,W013,W022,41,2023-01-25,Return,E02248
MV0000645,INV020871,W011,W025,182,2024-05-17,Damage Write-off,E00702
MV0000646,INV024457,W027,W012,85,2022-01-07,Replenishment,E01702
MV0000647,INV015346,W024,W013,30,2023-09-25,Inter-store Transfer,E02419
MV0000648,INV005112,W021,W006,188,2023-09-03,Replenishment,E02134
MV0000649,INV015069,W012,W028,74,2023-10-06,Inter-store Transfer,E00526
MV0000650,INV000184,W003,W030,94,2022-08-08,Stocktake Adjustment,E01520
MV0000651,INV020294,W023,W006,123,2022-11-25,Stocktake Adjustment,E00633
MV0000652,INV006474,W003,W009,171,2024-01-07,Inter-store Transfer,E01652
MV0000653,INV005109,W013,W016,46,2024-05-20,Return,E02380
MV0000654,INV017965,W014,W015,96,2022-06-05,Damage Write-off,E02286
MV0000655,INV013362,W009,W030,26,2023-10-12,Damage Write-off,E01323
MV0000656,INV007125,W013,W017,10,2022-10-29,Replenishment,E01633
MV0000657,INV001094,W014,W002,68,2024-03-22,Stocktake Adjustment,E01728
MV0000658,INV007634,W007,W008,145,2024-07-17,Stocktake Adjustment,E01444
MV0000659,INV007820,W001,W008,74,2023-09-20,Return,E00244
MV0000660,INV010829,W030,W017,72,2023-07-02,Return,E01245
MV0000661,INV004992,W003,W015,138,2022-06-28,Return,E01283
MV0000662,INV000854,W025,W012,55,2022-03-16,Replenishment,E01153
MV0000663,INV019347,W022,W030,96,2023-12-11,Stocktake Adjustment,E01062
MV0000664,INV024727,W016,W028,89,2024-03-20,Inter-store Transfer,E01398
MV0000665,INV011585,W025,W017,156,2023-05-03,Return,E02027
