promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active,duration_days
PR000271,P03997,BOGO,0.08,Both,Frequent Buyer,2023-04-08,2023-04-18,330283,False,10
PR000272,P03999,Percentage Off,0.45,Online,Family Shopper,2022-05-31,2022-06-22,73819,False,22
PR000273,P01136,Cashback,0.37,Both,Brand Loyalist,2023-09-12,2023-10-07,332894,True,25
PR000274,P03294,BOGO,0.59,Offline,Frequent Buyer,2022-06-20,2022-07-07,235534,False,17
PR000275,P01160,BOGO,0.28,Online,Family Shopper,2024-10-20,2024-10-23,147965,True,3
PR000276,P04536,Free Shipping,0.38,Both,Budget Shopper,2022-07-23,2022-08-10,277303,True,18
PR000277,P01330,Cashback,0.16,Offline,Luxury Shopper,2023-02-18,2023-02-23,333725,False,5
PR000278,P03478,Bundle,0.1,Offline,Impulse Buyer,2024-07-22,2024-08-01,185319,True,10
PR000279,P01530,BOGO,0.49,Both,Student,2023-03-06,2023-03-21,24169,False,15
PR000280,P02498,BOGO,0.39,Online,Impulse Buyer,2023-01-08,2023-01-28,162080,True,20
PR000281,P00384,Free Shipping,0.2,Offline,Seasonal Buyer,2022-04-09,2022-05-02,485163,False,23
PR000282,P02733,Free Shipping,0.06,Offline,Seasonal Buyer,2022-09-11,2022-09-21,481472,False,10
PR000283,P01573,Free Shipping,0.27,Offline,Brand Loyalist,2022-11-16,2022-12-16,320623,False,30
PR000284,P04519,BOGO,0.36,Online,Student,2024-05-13,2024-05-30,94769,False,17
PR000285,P01827,Percentage Off,0.24,Both,Luxury Shopper,2022-05-04,2022-05-09,200625,False,5
PR000286,P01331,Bundle,0.52,Online,Fashion Enthusiast,2023-03-18,2023-03-23,384824,True,5
PR000287,P02700,Cashback,0.23,Online,Student,2022-07-06,2022-07-09,390820,True,3
PR000288,P00878,Percentage Off,0.07,Offline,Fashion Enthusiast,2022-10-29,2022-11-16,159810,True,18
PR000289,P04931,Percentage Off,0.34,Both,Working Professional,2022-03-06,2022-03-21,251178,True,15
PR000290,P04761,Cashback,0.34,Online,Luxury Shopper,2023-04-20,2023-04-22,41607,True,2
PR000291,P02048,Flat Discount,0.42,Both,Luxury Shopper,2024-07-11,2024-08-02,30365,False,22
PR000292,P04893,Flat Discount,0.51,Both,Student,2024-06-16,2024-06-28,497911,True,12
PR000293,P00065,Bundle,0.28,Online,Seasonal Buyer,2023-10-09,2023-10-18,433079,True,9
PR000294,P03451,Percentage Off,0.17,Online,Fashion Enthusiast,2022-02-25,2022-03-18,374077,True,21
PR000295,P04578,Bundle,0.48,Online,Budget Shopper,2023-05-17,2023-06-09,11757,True,23
PR000296,P02701,Flat Discount,0.41,Both,Family Shopper,2024-10-21,2024-11-07,134938,False,17
PR000297,P04267,Flat Discount,0.1,Online,Fashion Enthusiast,2023-06-12,2023-06-22,266543,False,10
PR000298,P02305,Percentage Off,0.12,Both,Seasonal Buyer,2023-01-27,2023-01-30,147226,True,3
PR000299,P00535,Bundle,0.23,Online,Budget Shopper,2022-04-28,2022-05-19,63463,True,21
PR000300,P03681,Cashback,0.6,Online,Brand Loyalist,2022-02-22,2022-03-21,73244,False,27
PR000301,P01952,BOGO,0.5,Online,Family Shopper,2023-05-09,2023-06-05,181505,True,27
PR000302,P00750,Cashback,0.38,Offline,Impulse Buyer,2022-01-21,2022-02-04,133517,True,14
PR000303,P00809,Percentage Off,0.11,Both,Fashion Enthusiast,2024-04-19,2024-05-08,294821,True,19
PR000304,P01711,Flat Discount,0.43,Online,Working Professional,2023-05-08,2023-05-20,81108,False,12
PR000305,P03554,Bundle,0.18,Offline,Fashion Enthusiast,2024-12-02,2024-12-14,131531,True,12
PR000306,P00397,Percentage Off,0.51,Online,Frequent Buyer,2023-03-06,2023-04-05,129754,False,30
PR000307,P00408,Percentage Off,0.56,Offline,Student,2024-01-10,2024-01-24,161687,False,14
PR000308,P00431,Flat Discount,0.35,Online,Family Shopper,2022-09-11,2022-09-22,469952,True,11
PR000309,P02587,Percentage Off,0.44,Both,Budget Shopper,2023-11-07,2023-11-21,247982,True,14
PR000310,P04281,Percentage Off,0.21,Online,Student,2024-12-03,2024-12-13,34258,True,10
PR000311,P02160,Bundle,0.15,Both,Seasonal Buyer,2022-09-23,2022-09-27,304704,False,4
PR000312,P02225,Cashback,0.47,Online,Brand Loyalist,2022-09-05,2022-09-22,87398,False,17
PR000313,P03041,Free Shipping,0.42,Offline,Luxury Shopper,2022-06-19,2022-06-21,417290,False,2
PR000314,P04720,Free Shipping,0.57,Offline,Budget Shopper,2024-06-29,2024-07-18,186171,False,19
PR000315,P00741,Cashback,0.16,Offline,Student,2023-07-08,2023-08-06,293666,False,29
PR000316,P00412,Flat Discount,0.46,Online,Seasonal Buyer,2024-06-02,2024-06-24,252095,True,22
PR000317,P02567,BOGO,0.2,Both,Working Professional,2022-04-28,2022-05-08,142310,False,10
PR000318,P01838,BOGO,0.41,Both,Fashion Enthusiast,2022-01-15,2022-01-16,102731,False,1
PR000319,P00263,Flat Discount,0.19,Offline,Budget Shopper,2024-11-30,2024-12-18,203175,False,18
PR000320,P02479,Percentage Off,0.55,Offline,Luxury Shopper,2022-11-26,2022-12-16,382500,False,20
PR000321,P02950,BOGO,0.14,Offline,Luxury Shopper,2024-11-19,2024-11-22,49792,False,3
PR000322,P02357,Bundle,0.38,Offline,Fashion Enthusiast,2023-04-06,2023-04-10,304040,False,4
PR000323,P02717,Cashback,0.26,Offline,Brand Loyalist,2024-03-13,2024-03-15,204544,True,2
PR000324,P01386,Bundle,0.14,Online,Brand Loyalist,2024-06-24,2024-07-11,18313,True,17
PR000325,P02499,Flat Discount,0.07,Online,Brand Loyalist,2024-09-07,2024-09-24,306301,False,17
PR000326,P01520,Percentage Off,0.24,Both,Brand Loyalist,2023-10-03,2023-11-02,375882,True,30
PR000327,P03281,Bundle,0.52,Both,Student,2022-04-03,2022-04-11,266805,False,8
PR000328,P04008,Cashback,0.53,Online,Luxury Shopper,2023-04-28,2023-05-12,304567,False,14
PR000329,P03508,Flat Discount,0.15,Both,Seasonal Buyer,2024-06-13,2024-06-26,497344,False,13
PR000330,P04743,Bundle,0.42,Both,Fashion Enthusiast,2022-02-01,2022-02-20,18526,True,19
PR000331,P02796,Bundle,0.53,Both,Brand Loyalist,2023-04-28,2023-05-13,168243,True,15
PR000332,P03485,Flat Discount,0.5,Offline,Fashion Enthusiast,2022-12-12,2022-12-19,29320,False,7
PR000333,P01304,BOGO,0.2,Online,Brand Loyalist,2022-06-24,2022-07-23,164448,False,29
PR000334,P04300,Bundle,0.5,Online,Seasonal Buyer,2023-11-01,2023-11-19,441929,False,18
PR000335,P01667,Flat Discount,0.12,Offline,Fashion Enthusiast,2022-11-26,2022-11-28,116551,False,2
PR000336,P03658,Bundle,0.34,Online,Budget Shopper,2024-01-17,2024-02-10,373903,False,24
PR000337,P03696,Flat Discount,0.56,Both,Frequent Buyer,2022-01-25,2022-02-13,118052,False,19
PR000338,P03609,Free Shipping,0.11,Online,Family Shopper,2023-08-31,2023-09-26,62070,False,26
PR000339,P00321,BOGO,0.32,Offline,Fashion Enthusiast,2023-01-20,2023-01-26,264496,False,6
PR000340,P04939,BOGO,0.36,Offline,Working Professional,2024-10-03,2024-10-17,313738,False,14
PR000341,P02429,Flat Discount,0.31,Online,Budget Shopper,2024-04-10,2024-04-11,450532,False,1
PR000342,P03462,Cashback,0.23,Both,Family Shopper,2022-07-08,2022-07-14,444085,False,6
PR000343,P04992,Free Shipping,0.39,Offline,Impulse Buyer,2024-05-25,2024-06-07,267664,False,13
PR000344,P03140,Percentage Off,0.28,Online,Impulse Buyer,2022-03-21,2022-04-06,292491,False,16
PR000345,P00542,Percentage Off,0.34,Both,Fashion Enthusiast,2023-09-01,2023-09-20,172227,False,19
PR000346,P01027,Percentage Off,0.39,Offline,Frequent Buyer,2022-07-12,2022-07-17,258356,True,5
PR000347,P00216,Bundle,0.15,Both,Working Professional,2024-06-23,2024-07-21,450074,False,28
PR000348,P03849,Free Shipping,0.3,Online,Brand Loyalist,2024-06-30,2024-07-26,367269,False,26
PR000349,P01793,BOGO,0.43,Both,Seasonal Buyer,2022-05-07,2022-05-16,44592,False,9
PR000350,P02936,Cashback,0.45,Both,Working Professional,2024-06-03,2024-07-03,32893,False,30
PR000351,P03841,Cashback,0.41,Online,Student,2023-11-07,2023-11-27,428238,False,20
PR000352,P02693,Free Shipping,0.19,Both,Brand Loyalist,2023-04-11,2023-04-25,186914,False,14
PR000353,P00195,Bundle,0.32,Online,Working Professional,2024-08-03,2024-08-08,18779,True,5
PR000354,P04587,Free Shipping,0.34,Online,Family Shopper,2024-05-19,2024-05-31,423574,False,12
PR000355,P00300,Flat Discount,0.16,Offline,Seasonal Buyer,2022-09-16,2022-09-17,326409,True,1
PR000356,P02996,Bundle,0.16,Offline,Fashion Enthusiast,2023-04-16,2023-04-24,92973,False,8
PR000357,P01842,Flat Discount,0.59,Both,Budget Shopper,2022-07-11,2022-07-18,120552,False,7
PR000358,P01176,Percentage Off,0.37,Both,Brand Loyalist,2024-08-01,2024-08-24,99331,False,23
PR000359,P04241,Bundle,0.5,Both,Family Shopper,2022-09-03,2022-09-29,423186,True,26
PR000360,P00801,Percentage Off,0.51,Online,Working Professional,2024-12-02,2024-12-03,427332,True,1
PR000361,P04815,Cashback,0.35,Both,Seasonal Buyer,2024-07-16,2024-07-28,432045,False,12
PR000362,P03661,Cashback,0.39,Both,Budget Shopper,2023-06-18,2023-07-12,320651,False,24
PR000363,P00413,Flat Discount,0.19,Offline,Frequent Buyer,2023-07-29,2023-08-06,308018,False,8
PR000364,P04208,BOGO,0.55,Both,Student,2023-07-27,2023-07-31,486759,True,4
PR000365,P02715,Flat Discount,0.27,Online,Frequent Buyer,2022-12-28,2023-01-03,144459,False,6
PR000366,P02997,Free Shipping,0.09,Both,Brand Loyalist,2024-08-20,2024-09-02,441891,True,13
PR000367,P04118,BOGO,0.49,Both,Seasonal Buyer,2023-09-18,2023-10-08,44334,False,20
PR000368,P03570,Flat Discount,0.35,Online,Brand Loyalist,2022-01-14,2022-01-30,114074,False,16
PR000369,P01522,Percentage Off,0.42,Both,Seasonal Buyer,2024-11-27,2024-12-24,99555,False,27
PR000370,P01788,Bundle,0.07,Online,Working Professional,2023-06-28,2023-07-20,101438,False,22
PR000371,P02970,BOGO,0.48,Both,Frequent Buyer,2023-08-29,2023-09-19,133366,False,21
PR000372,P02787,Percentage Off,0.59,Offline,Family Shopper,2022-04-02,2022-04-07,13337,True,5
PR000373,P00142,Percentage Off,0.3,Both,Brand Loyalist,2022-02-11,2022-03-10,324666,False,27
PR000374,P01404,BOGO,0.07,Online,Budget Shopper,2022-06-24,2022-07-07,148172,False,13
PR000375,P04907,Bundle,0.15,Online,Seasonal Buyer,2023-06-14,2023-06-25,351199,False,11
PR000376,P01553,Bundle,0.43,Online,Working Professional,2024-09-02,2024-09-14,319680,False,12
PR000377,P04420,Flat Discount,0.47,Offline,Seasonal Buyer,2024-06-24,2024-07-13,172844,True,19
PR000378,P01705,Cashback,0.09,Online,Budget Shopper,2023-06-06,2023-06-11,447752,False,5
PR000379,P00390,Bundle,0.56,Online,Frequent Buyer,2023-12-15,2023-12-19,494410,False,4
PR000380,P00953,Cashback,0.56,Online,Student,2023-07-11,2023-07-30,106153,True,19
PR000381,P02414,Free Shipping,0.49,Both,Fashion Enthusiast,2023-11-05,2023-11-23,365652,False,18
PR000382,P01434,Percentage Off,0.54,Offline,Frequent Buyer,2023-05-13,2023-05-20,114496,True,7
PR000383,P04736,Free Shipping,0.19,Both,Working Professional,2022-04-07,2022-04-14,235112,False,7
PR000384,P02934,Bundle,0.48,Offline,Budget Shopper,2022-01-21,2022-01-27,58664,False,6
PR000385,P02951,Cashback,0.15,Online,Brand Loyalist,2024-10-22,2024-11-09,402066,False,18
PR000386,P03418,Cashback,0.31,Online,Family Shopper,2023-07-11,2023-07-28,249366,True,17
PR000387,P04482,Cashback,0.16,Offline,Brand Loyalist,2022-02-21,2022-03-15,170726,False,22
PR000388,P03144,Percentage Off,0.42,Offline,Fashion Enthusiast,2023-04-21,2023-04-30,245204,True,9
PR000389,P01061,Percentage Off,0.46,Offline,Luxury Shopper,2023-09-01,2023-09-03,379817,True,2
PR000390,P03188,Bundle,0.49,Offline,Seasonal Buyer,2023-11-17,2023-11-29,305616,True,12
PR000391,P02227,Bundle,0.33,Offline,Seasonal Buyer,2023-05-08,2023-06-05,129285,True,28
PR000392,P04485,Flat Discount,0.18,Offline,Fashion Enthusiast,2022-02-22,2022-02-28,480292,True,6
PR000393,P03323,Flat Discount,0.11,Both,Luxury Shopper,2023-06-11,2023-06-20,415832,True,9
PR000394,P02163,Bundle,0.13,Both,Impulse Buyer,2022-03-25,2022-04-06,365730,True,12
PR000395,P03062,BOGO,0.39,Offline,Frequent Buyer,2024-01-29,2024-02-22,126893,True,24
PR000396,P02894,Flat Discount,0.26,Online,Frequent Buyer,2024-08-06,2024-08-21,337583,False,15
PR000397,P04548,Flat Discount,0.28,Online,Impulse Buyer,2022-04-24,2022-05-09,205530,False,15
PR000398,P03465,Bundle,0.16,Offline,Impulse Buyer,2022-01-21,2022-02-07,494577,False,17
PR000399,P03800,Flat Discount,0.3,Online,Family Shopper,2024-09-07,2024-10-03,115885,True,26
PR000400,P02287,BOGO,0.33,Offline,Brand Loyalist,2023-11-21,2023-12-03,340016,False,12
PR000401,P03424,Bundle,0.49,Both,Brand Loyalist,2022-12-27,2023-01-13,66496,True,17
PR000402,P04385,Percentage Off,0.34,Offline,Brand Loyalist,2022-10-28,2022-11-09,483222,True,12
PR000403,P00782,BOGO,0.21,Offline,Brand Loyalist,2023-11-04,2023-11-12,27687,False,8
PR000404,P00449,BOGO,0.51,Online,Family Shopper,2022-09-19,2022-10-10,331346,False,21
PR000405,P02680,Bundle,0.13,Offline,Impulse Buyer,2022-03-23,2022-03-26,464032,False,3
PR000406,P04721,Bundle,0.09,Online,Working Professional,2023-04-23,2023-05-23,349511,True,30
PR000407,P03262,Percentage Off,0.08,Offline,Budget Shopper,2022-01-09,2022-01-13,288919,False,4
PR000408,P01768,BOGO,0.59,Offline,Working Professional,2022-08-13,2022-09-12,279570,False,30
PR000409,P04380,Flat Discount,0.27,Online,Working Professional,2022-07-04,2022-07-07,315288,False,3
PR000410,P04725,Bundle,0.43,Both,Seasonal Buyer,2022-08-20,2022-08-26,389969,False,6
PR000411,P04715,Free Shipping,0.56,Both,Luxury Shopper,2024-06-21,2024-06-27,362075,True,6
PR000412,P01530,Bundle,0.23,Both,Student,2022-02-05,2022-02-10,354417,False,5
PR000413,P04673,BOGO,0.51,Both,Fashion Enthusiast,2023-07-23,2023-08-03,161011,False,11
PR000414,P00991,Bundle,0.45,Both,Budget Shopper,2022-06-30,2022-07-14,268418,False,14
PR000415,P04177,Flat Discount,0.11,Offline,Seasonal Buyer,2022-12-11,2022-12-19,370692,False,8
PR000416,P02824,Flat Discount,0.22,Both,Luxury Shopper,2022-11-28,2022-12-17,73136,False,19
PR000417,P04614,Flat Discount,0.52,Both,Working Professional,2023-06-30,2023-07-15,203358,True,15
PR000418,P04339,Percentage Off,0.24,Online,Luxury Shopper,2023-03-31,2023-04-22,205048,True,22
PR000419,P00313,Flat Discount,0.39,Offline,Brand Loyalist,2022-11-29,2022-11-30,119613,False,1
PR000420,P00171,Free Shipping,0.14,Offline,Student,2022-10-05,2022-10-09,229742,True,4
PR000421,P00866,Bundle,0.43,Online,Budget Shopper,2023-02-22,2023-03-15,343968,False,21
PR000422,P03944,Flat Discount,0.46,Offline,Fashion Enthusiast,2022-12-15,2023-01-05,390945,False,21
PR000423,P04706,Percentage Off,0.07,Offline,Seasonal Buyer,2022-08-17,2022-09-01,288293,False,15
PR000424,P04407,Bundle,0.42,Offline,Seasonal Buyer,2022-03-14,2022-03-16,295667,False,2
PR000425,P00626,Cashback,0.46,Offline,Brand Loyalist,2023-09-01,2023-09-02,390263,False,1
PR000426,P04502,Cashback,0.31,Offline,Frequent Buyer,2022-04-09,2022-04-25,155462,False,16
PR000427,P03133,Bundle,0.24,Online,Budget Shopper,2024-05-23,2024-06-18,263523,True,26
PR000428,P00842,Cashback,0.08,Online,Seasonal Buyer,2024-06-23,2024-06-27,211094,True,4
PR000429,P00404,Bundle,0.49,Both,Seasonal Buyer,2023-06-29,2023-07-28,355437,False,29
PR000430,P01093,Free Shipping,0.19,Online,Luxury Shopper,2022-12-04,2022-12-28,139469,False,24
PR000431,P04717,BOGO,0.3,Offline,Student,2023-04-20,2023-05-16,179549,False,26
PR000432,P01863,BOGO,0.19,Both,Student,2023-06-30,2023-07-26,283507,False,26
PR000433,P00574,Bundle,0.2,Online,Luxury Shopper,2023-01-24,2023-01-28,424107,False,4
PR000434,P01809,Bundle,0.44,Online,Fashion Enthusiast,2023-01-24,2023-01-30,342630,False,6
PR000435,P02376,Cashback,0.5,Offline,Student,2023-09-20,2023-10-13,280714,False,23
PR000436,P02672,BOGO,0.31,Offline,Luxury Shopper,2023-10-10,2023-10-29,482633,False,19
PR000437,P00094,Bundle,0.25,Online,Budget Shopper,2022-04-16,2022-05-02,165311,False,16
PR000438,P04974,BOGO,0.12,Offline,Working Professional,2023-01-30,2023-02-28,351657,False,29
PR000439,P02569,Bundle,0.1,Offline,Brand Loyalist,2023-12-09,2023-12-25,66805,True,16
PR000440,P04269,Free Shipping,0.53,Both,Student,2022-10-15,2022-10-31,344633,True,16
PR000441,P01877,BOGO,0.32,Both,Family Shopper,2022-10-28,2022-11-16,320756,False,19
PR000442,P04046,Flat Discount,0.27,Offline,Luxury Shopper,2022-09-10,2022-09-28,87307,True,18
PR000443,P02426,BOGO,0.27,Online,Family Shopper,2022-08-25,2022-08-29,257495,False,4
PR000444,P01608,Cashback,0.09,Offline,Luxury Shopper,2024-06-27,2024-07-18,378869,False,21
PR000445,P04529,Bundle,0.46,Offline,Budget Shopper,2023-04-08,2023-05-04,413621,False,26
PR000446,P01474,Percentage Off,0.16,Offline,Family Shopper,2023-04-27,2023-05-13,180765,True,16
PR000447,P03101,Flat Discount,0.19,Online,Working Professional,2023-11-21,2023-12-06,30377,False,15
PR000448,P01672,BOGO,0.09,Both,Family Shopper,2022-12-16,2023-01-13,234797,True,28
PR000449,P03810,Percentage Off,0.23,Online,Brand Loyalist,2022-04-21,2022-05-09,36867,False,18
PR000450,P02030,Bundle,0.37,Offline,Working Professional,2022-05-05,2022-05-27,65570,False,22
PR000451,P03266,Flat Discount,0.07,Offline,Seasonal Buyer,2024-05-15,2024-05-30,480087,False,15
PR000452,P02430,Percentage Off,0.26,Online,Luxury Shopper,2023-08-16,2023-09-03,100731,True,18
PR000453,P02851,Bundle,0.23,Offline,Student,2023-07-21,2023-07-23,178440,False,2
PR000454,P03153,Bundle,0.34,Online,Seasonal Buyer,2022-09-18,2022-10-08,430742,True,20
PR000455,P02664,BOGO,0.12,Offline,Fashion Enthusiast,2022-10-07,2022-10-21,195615,True,14
PR000456,P04920,Bundle,0.33,Online,Impulse Buyer,2024-02-08,2024-02-26,306656,False,18
PR000457,P03527,BOGO,0.26,Offline,Working Professional,2024-11-10,2024-12-04,194618,True,24
PR000458,P03084,BOGO,0.31,Online,Brand Loyalist,2022-11-22,2022-12-12,96714,True,20
PR000459,P02697,Flat Discount,0.35,Both,Impulse Buyer,2022-05-12,2022-05-15,141635,False,3
PR000460,P01534,Flat Discount,0.31,Offline,Family Shopper,2024-07-06,2024-07-08,47289,False,2
PR000461,P00602,BOGO,0.59,Both,Budget Shopper,2023-07-21,2023-07-30,347758,True,9
PR000462,P04167,Cashback,0.6,Offline,Brand Loyalist,2022-06-19,2022-07-13,347482,False,24
PR000463,P00127,Bundle,0.5,Offline,Family Shopper,2023-02-11,2023-02-20,180011,False,9
PR000464,P00919,Percentage Off,0.14,Both,Impulse Buyer,2024-12-04,2024-12-29,435095,False,25
PR000465,P04985,Percentage Off,0.54,Offline,Fashion Enthusiast,2024-11-30,2024-12-01,45662,False,1
PR000466,P01525,Free Shipping,0.4,Offline,Budget Shopper,2024-10-27,2024-11-21,78743,False,25
PR000467,P00339,Percentage Off,0.17,Offline,Family Shopper,2023-10-22,2023-11-20,451435,True,29
PR000468,P03442,Percentage Off,0.37,Both,Frequent Buyer,2023-07-14,2023-08-12,268296,False,29
PR000469,P04432,Bundle,0.26,Offline,Fashion Enthusiast,2022-02-07,2022-02-13,412647,False,6
PR000470,P04901,BOGO,0.27,Offline,Fashion Enthusiast,2023-08-29,2023-09-27,122951,False,29
PR000471,P02890,Bundle,0.22,Both,Family Shopper,2024-11-02,2024-11-19,476986,True,17
PR000472,P04540,BOGO,0.19,Both,Seasonal Buyer,2023-10-12,2023-10-16,113760,False,4
PR000473,P01476,Free Shipping,0.23,Both,Fashion Enthusiast,2023-06-08,2023-06-29,222456,False,21
PR000474,P04477,Free Shipping,0.47,Both,Luxury Shopper,2023-07-16,2023-07-31,206216,False,15
PR000475,P04063,Percentage Off,0.34,Online,Working Professional,2024-11-11,2024-12-08,462923,True,27
PR000476,P00996,Flat Discount,0.55,Offline,Working Professional,2024-06-10,2024-06-12,201078,True,2
PR000477,P04515,Free Shipping,0.23,Both,Student,2024-08-10,2024-08-22,98253,False,12
PR000478,P00577,Bundle,0.51,Offline,Fashion Enthusiast,2022-06-07,2022-06-19,246437,False,12
PR000479,P04995,Bundle,0.53,Online,Impulse Buyer,2024-10-08,2024-10-11,272965,False,3
PR000480,P00538,Cashback,0.27,Both,Seasonal Buyer,2024-08-13,2024-08-23,302363,True,10
PR000481,P03371,Free Shipping,0.21,Both,Working Professional,2024-09-26,2024-09-28,61044,False,2
PR000482,P02363,BOGO,0.51,Online,Frequent Buyer,2024-03-24,2024-04-16,220417,False,23
PR000483,P00592,Free Shipping,0.53,Online,Family Shopper,2022-01-13,2022-02-03,128280,False,21
PR000484,P02652,Cashback,0.57,Offline,Budget Shopper,2022-10-22,2022-10-27,41475,True,5
PR000485,P00818,Free Shipping,0.18,Both,Frequent Buyer,2022-09-13,2022-09-26,139139,False,13
PR000486,P04070,Percentage Off,0.45,Both,Family Shopper,2024-07-01,2024-07-17,59859,True,16
PR000487,P01975,Percentage Off,0.3,Both,Luxury Shopper,2023-03-09,2023-03-19,55763,False,10
PR000488,P02208,Bundle,0.51,Both,Student,2024-10-16,2024-11-11,16206,False,26
PR000489,P00906,BOGO,0.43,Offline,Budget Shopper,2022-03-29,2022-04-28,33985,True,30
PR000490,P04371,Cashback,0.23,Both,Brand Loyalist,2022-03-14,2022-03-15,452969,False,1
PR000491,P02616,Free Shipping,0.51,Online,Frequent Buyer,2022-10-28,2022-11-08,345459,True,11
PR000492,P03737,BOGO,0.11,Both,Family Shopper,2023-11-08,2023-11-09,430406,True,1
PR000493,P04660,Flat Discount,0.27,Online,Impulse Buyer,2022-08-24,2022-09-07,137632,True,14
PR000494,P01662,Percentage Off,0.18,Both,Seasonal Buyer,2022-03-19,2022-04-11,450837,False,23
PR000495,P04855,Flat Discount,0.55,Online,Impulse Buyer,2023-11-21,2023-12-12,311030,True,21
PR000496,P04387,Flat Discount,0.6,Both,Family Shopper,2022-06-09,2022-07-01,203012,False,22
